Orthogroup,Mean_dN,Mean_dS,Mean_Omega,Ct_LMG19424.IS.tmp.45428,Pp_PsJN.IS.tmp.45708,Rs_068_2.IS.tmp.45974,Rs_071-2.IS.tmp.46234,Rs_077-080_1.IS.tmp.46490,Rs_095-3.IS.tmp.46746,Rs_102-3.IS.tmp.47027,Rs_115-4.IS.tmp.47283,Rs_144-1.IS.tmp.47548,Rs_AHR56.IS.tmp.47805,Rs_Bs715.IS.tmp.48082,Rs_CFBP2957.IS.tmp.48339,Rs_CIAT_078.IS.tmp.48596,Rs_FJAT1458F1.IS.tmp.48854,Rs_FJAT1458F50.IS.tmp.49132,Rs_FJAT1463F1.IS.tmp.49397,Rs_FJAT1463F50.IS.tmp.49711,Rs_FJAT15249F1.IS.tmp.49968,Rs_FJAT15249F50.IS.tmp.50225,Rs_FJAT15252F1.IS.tmp.50481,Rs_FJAT15252F50.IS.tmp.50741,Rs_FJAT448F1.IS.tmp.50998,Rs_FJAT448F50.IS.tmp.51254,Rs_FJAT454F1.IS.tmp.51509,Rs_IBSBF.IS.tmp.52041,Rs_IBSBF1503.IS.tmp.51785,Rs_KACC.IS.tmp.52297,Rs_MolK2.IS.tmp.52573,Rs_NCSU_Rs32.IS.tmp.52829,Rs_NCSU_Rs45488.IS.tmp.53085,Rs_NCSU_RsMR-FL01.IS.tmp.53341,Rs_P597.IS.tmp.53597,Rs_P673.IS.tmp.53853,Rs_Po82.IS.tmp.54132,Rs_RS_v1.IS.tmp.54648,Rs_RS_v2.IS.tmp.54904,Rs_Rs5.IS.tmp.54388,Rs_SL2064.IS.tmp.55181,Rs_SL2312.IS.tmp.55447,Rs_SL3175.IS.tmp.55703,Rs_T101.IS.tmp.55958,Rs_T11.IS.tmp.56236,Rs_T12.IS.tmp.56492,Rs_T51.IS.tmp.56748,Rs_T60.IS.tmp.57003,Rs_T78.IS.tmp.57259,Rs_T82.IS.tmp.57514,Rs_T95.IS.tmp.57770,Rs_T98.IS.tmp.58026,Rs_UW163.IS.tmp.58287,Rs_UY031.IS.tmp.58564,Rs_Wj644.IS.tmp.58819
OG0004886,0.0851286147572,0.0265396318006695,5.058531746031746,,,,,,,,,,,,,,,,,,,,,,,,,,,3353,,,,,3887,,,,,,3363,,,,3334,,3290,,,,3352,,,,
OG0004887,0.0868580765639589,0.0271708683473389,3.5361111111111114,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048,,4398,,4641,,,4377,4377,,,,,,,,,,,,,,,4376,
OG0004888,0.074074074074074,0.0305010893246187,2.757936507936508,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766,,,,,,,4525,4524,,,,4480,,,,,,,,,4480,,4524,
OG0004889,0.0730994152046783,0.0448343079922027,2.0416666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767,,,,,,,4526,4525,,,,4481,,,,,,,,,4481,,4525,
OG0004890,0.0908488063660477,0.0490716180371352,2.902197802197802,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768,,,,,,,4527,4526,,,,4482,,,,,,,,,4482,,4526,
OG0004891,0.0605286364725617,0.0327916367121974,2.404166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,,,,,,,4121,,2971,,2967,,3022,,,,2960,,,,,
OG0004892,0.07217821048298,0.0342960473379967,2.5179232804232803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385,,,,,,,4122,,2972,,2968,,3023,,,,2961,,,,,
OG0004893,0.0877620895215581,0.0350470569822797,3.263492063492064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519,3416,,3415,3490,,3448,,,,3507,,,,
OG0004894,0.0607187277896233,0.0682036247334754,0.9795454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16,14,,15,,,,15,,16,,,
OG0004895,0.055,0.0666666666666666,0.9666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667,673,667,,674,,,,667,,672,,,
OG0004896,0.0835239156467975,0.0276036829370723,3.829976851851852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,973,982,,997,,,,979,,971,,,
OG0004897,0.0823614629918417,0.0259641952461844,3.742195767195767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4242,4308,4249,,4353,,,,4229,,4308,,,
OG0004898,0.0818961121234797,0.0376505662754587,2.501258116883117,,"1174, 185, 3820, 6383, 6465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004899,0.0781359065397711,0.036785566590544,2.483398199023199,,,,,,,,,,4737,,,,,,,,,,,,,,,,,,,,3914,3811,,,,,,"4242, 4243",,,,,,,,,,,,,,,
OG0004900,0.0619219043976956,0.0462324239282514,1.6156565656565656,"4340, 694","5317, 653, 7078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004901,0.0714545851475048,0.0331838680294451,2.312310606060606,2661,"1105, 1536, 4794, 6287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004902,0.0763715775478831,0.0339752378578254,3.966883116883117,"3753, 4716",,,,,,,,,,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98,,,,,,
OG0004903,0.0786763198322474,0.0376606485948874,2.3027777777777776,"3208, 3239","1459, 3674",,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004904,0.0630291415573673,0.035594360921434,2.368634259259259,3481,"1097, 4812, 6086, 6623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004905,0.0753105712217861,0.0388262913963848,3.200462962962963,,97,,,,,,,,,,2134,,,,,,,,,,,,,,,,,,,,,,,2348,2345,,,,,,,,,,,,,,,2346,
OG0004906,0.0786593927652944,0.0365818009992908,3.019379231879232,,,,,,,,,,4563,,,,,,,,,,,,,,,,,,,3916,3728,3640,,,,,,4421,,,,,,,,,,,,,,,
OG0004907,0.0891031739356304,0.034761774798653,2.8769675925925924,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1357, 1358, 1519",,559,,,,,,,,,,,,,,,,,,,,
OG0004908,0.0665573720219466,0.0442885248695591,1.7963489057239057,24,"2045, 4932, 5501, 6257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004909,0.0736280018775101,0.0318635880882933,2.6900462962962965,"3593, 413, 414, 4959",6967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004910,0.0754028379401822,0.0400889207287904,2.6835393772893776,"3555, 3565, 3598, 512, 513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004911,0.0737789661319073,0.0344147355912061,2.812121212121212,"1173, 3476, 3785, 4431, 560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004912,0.0712623600176172,0.0343995553242832,2.319744008714597,"3019, 4682, 4859, 615",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004913,0.0607554681533998,0.0308932470121744,2.839962121212121,"1883, 4513, 632","1365, 4903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004914,0.0612440191387559,0.0449760765550239,1.396103896103896,"1147, 4251, 933",4261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,,,,,,,,
OG0004915,0.0764638598405345,0.0391201199535226,2.197387566137566,"1052, 1174, 2395, 2994",1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004916,0.0668464916830929,0.0370716187709651,2.182638888888889,"1731, 3257, 3540, 4725",5871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004917,0.0824330983557033,0.036594724417306,2.410218253968254,"1881, 4212, 4740","2753, 6558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004918,0.0285714285714285,0.0523809523809523,0.55,1941,,,,,,,,,,,4626,,,,,,,,,,,,,,,,,,,,,,,3727,3722,,,,,,,,,,,,,,,3726,
OG0004919,0.0865384615384615,0.0664335664335664,1.4787878787878788,"2389, 3909","1032, 1463, 6595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004920,0.1037735849056603,0.0330188679245283,4.333333333333334,"3142, 5133","1946, 806, 859",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004921,0.0848052719710473,0.0200939880084265,5.536363636363636,3228,"1503, 4176, 5402, 6519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004922,0.0797979797979798,0.0383838383838383,2.647727272727273,"3323, 5215","3924, 4240, 6345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004923,0.0828877005347593,0.0406417112299465,2.9924242424242427,3354,,,,,,,,,,4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3677,3734,,,,,,3753
OG0004924,0.0892857142857142,0.0257936507936507,4.15,"3471, 3822, 3868, 4363, 5018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004925,0.0870831218718266,0.0269832429698086,4.028075396825397,"3735, 4236, 5047, 5049, 5054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004926,0.0778523372554394,0.0362906774660521,2.7287202380952382,"3802, 4801",2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3326, 5044",,,,,,,,,,,,,,,,,,,,
OG0004927,0.0669856459330143,0.0334928229665071,2.4132275132275134,"3838, 4114","5823, 6892, 777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004928,0.0701736395952967,0.0391372709871479,2.149305555555556,"4131, 4927","4275, 6644, 868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004929,0.084011587035417,0.0347564928473221,2.979786706349206,"4275, 4517, 4531","5981, 6673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004930,0.0706896551724138,0.0482758620689655,1.7333333333333332,4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,,649,,656,,,,649,,,,,
OG0004931,0.0649000783699059,0.0393155694879832,2.348958333333333,4797,"2157, 4512, 5116, 6580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004932,0.086231884057971,0.0420289855072463,2.774166666666667,5058,"5802, 6075, 6088, 6627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004933,0.0785024154589372,0.0265700483091787,3.340277777777778,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,1753,,,,,,,,,1756,,,3089
OG0004934,0.0695454545454545,0.0269023569023569,3.5104166666666665,5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106,,2104,,2136,,,,2101,,,,,
OG0004935,0.0763888888888888,0.0342592592592592,2.607638888888889,,17,,,,,,,,2631,352,,,,,,,,,,,,,,,,,,1924,,2611,,,,,,,,,,,,,,,,,,,,,
OG0004936,0.0803894737328323,0.0368621911438931,2.459465303215303,,85,,,,,,,,,3921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4696,4756,,,,,,4265
OG0004937,0.0775054843283996,0.0354395534126358,2.611193783068783,,"1173, 1176, 169",,,,,,,,,,,,,,,,,,,,,,,,,,,3223,,,,,,,,,,,,,,,,,,,,,,,3090
OG0004938,0.0598184818481848,0.0379537953795379,2.047519841269841,,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4545,,4551,,4666,,,,4532,,,,,
OG0004939,0.0774669613907586,0.0318936042039674,2.608811327561328,,"1402, 1948, 2569, 6003, 815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004940,0.0805966132128977,0.0279101161802403,3.4035879629629626,,"1006, 1055, 3343, 3386, 6637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004941,0.0703853014789299,0.0506781243955537,2.3858124514374515,,"1012, 4542, 5592, 5839, 7140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004942,0.0733752620545073,0.0587002096436058,1.4861111111111112,,"1025, 1495, 2341, 4635, 6306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004943,0.0861983467716644,0.0359245183629881,2.7854797979797983,,"1208, 2366, 4318, 4435, 5269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004944,0.0542216802623833,0.044613573290724,1.4242424242424243,,"1274, 2374, 5347, 5867, 5993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004945,0.0882768361581921,0.0309633868955902,3.2502976190476187,,1416,,,,,,,,2280,,,,,,,,,,,,,,,,,,4037,837,,2961,,,,,,,,,,,,,,,,,,,,,
OG0004946,0.0803457106274007,0.0339308578745198,3.212878787878788,,"1675, 5040, 5300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386,,,,,,,,,2390,,,
OG0004947,0.08,0.0466666666666666,2.634523809523809,,"1749, 2804, 4230, 5537, 6322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0004948,0.0754293408467981,0.0423159488624384,2.6043290043290046,,2805,,,,,,,,,,,,,,,,,,,,,,,,,,4677,,,,,,,4644,4646,,,,,,,,,,,,,,,4643,
OG0004949,0.0754605418080851,0.0382278975125795,2.069444444444444,,3666,,,,,,,,3172,,,,,,,,,,,,,,,,,,,,,,,,,,,"15, 18",,,,,,,,,,,,,,,5099
OG0004950,0.0659373282023089,0.042539857064321,1.7708333333333333,,"3818, 3821",,,,,,,,,,,,,,,,,,,,,,,,,,,,1378,,,,,,,10,,,,,,,,,,,,,4839,,
OG0004951,0.0869690011481056,0.0512055109070034,1.75,,7325,,,,,,,,,,,,,,,,,,,,,,,,,,3684,,,,,,,,,,,,1741,,,,,,,,,1744,,,1280
OG0004952,0.0903216079448019,0.016800712583139,9.42361111111111,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,2948,106,1596,,,,,,324,,,,,,,,,,,,,,,
OG0004953,0.0992324561403508,0.025219298245614,4.815972222222222,,,,,,,,,,271,,,,,,,,,,,,,,,,,,,2950,104,1594,,,,,,326,,,,,,,,,,,,,,,
OG0004954,0.0779092450072724,0.0397990890379603,2.1227475940208858,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,2964,90,1580,,,,,,340,,,,,,,,,,,,,,,
OG0004955,0.0588084795321637,0.0620248538011695,1.059457671957672,,,,,,,,,,507,,,,,,,,,,,,,,,,,,,3209,,,,,,,,566,,,,,,,448,582,,,,,,,
OG0004956,0.0695488721804511,0.0432330827067669,2.1666666666666665,,,,,,,,,,533,502,,,,,,,,,,,,,,,,,,,,"1356, 2069",,,,,,,,,,,,,,,,,,,,,3111
OG0004957,0.075592885375494,0.0247035573122529,3.742424242424242,,,,,,,,,,899,,,,,,,,,,,,,,,,,,,4693,,,3889,4719,,,,3736,,,,,,,,,,,,,,,
OG0004958,0.0705882352941176,0.0235294117647058,4.555000000000001,,,,,,,,,,901,,,,,,,,,,,,,,,,,,,4691,2811,978,,,,,,3734,,,,,,,,,,,,,,,
OG0004959,0.0723920903513972,0.03518189493692,2.9644325581825584,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,486,2631,782,,,,,,1140,,,,,,,,,,,,,,,
OG0004960,0.0836236611633824,0.0413042191845671,2.2753472222222224,,,,,,,,,,1157,,,,,,,,,,,,,,,,,,,540,2577,725,,,,,,1194,,,,,,,,,,,,,,,
OG0004961,0.0818557919621749,0.0307328605200945,3.2072916666666664,,,,,,,,,,1459,,,,,,,,,,,,,,,,,,,,,421,,,,2153,2148,,,,,,,,,,,,,,,2152,
OG0004962,0.0517857142857142,0.0714285714285714,0.9125,,,,,,,,,,1461,,,,,,,,,,,,,,,,,,,847,2278,419,,,,,,1488,,,,,,,,,,,,,,,
OG0004963,0.079656862745098,0.0551470588235294,1.6430555555555555,,,,,,,,,,1476,,,,,,,,,,,,,,,,,,,865,2259,404,,,,,,1503,,,,,,,,,,,,,,,
OG0004964,0.0862206963599723,0.0307532747654134,3.208333333333333,,,,,,,,,,1480,,,,,,,,,,,,,,,,,,,869,2255,400,,,,,,1507,,,,,,,,,,,,,,,
OG0004965,0.0967338022165387,0.0290210287013356,3.493055555555556,,,,,,,,,,1485,,,,,,,,,,,,,,,,,,,874,2250,395,,,,,,1512,,,,,,,,,,,,,,,
OG0004966,0.0727531102531102,0.0125429000429,7.340277777777778,,,,,,,,,,1580,,1682,,,,,,,,,,,,,,,,,970,2158,303,,,,,,,,,,,,,,,,,,,,,
OG0004967,0.0902519123713404,0.0351402405649672,3.1347222222222224,,,,,,,,,,1620,,,,,,,,,,,,,,,,,,,1009,2119,216,,,,,,1635,,,,,,,,,,,,,,,
OG0004968,0.0646572104018912,0.0860520094562647,0.75,,,,,,,,,,1816,,,,,,,,,,,,,,,,,,,1175,1969,62,,,,,,1787,,,,,,,,,,,,,,,
OG0004969,0.0742521367521367,0.0403846153846153,2.145833333333333,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,1328,1835,3216,,,,,,1923,,,,,,,,,,,,,,,
OG0004970,0.0631064497716895,0.0300014269406392,2.638888888888889,,,,,,,,,,2471,,,,,,,,,,,,,,,,,,,1758,1351,2768,,,,,,2359,,,,,,,,,,,,,,,
OG0004971,0.0830563743245156,0.0412462218669597,2.352361111111111,,,,,,,,,,2472,,,,,,,,,,,,,,,,,,,1759,1350,2767,,,,,,2360,,,,,,,,,,,,,,,
OG0004972,0.0818797947092919,0.0341035640715291,3.1130555555555555,,,,,,,,,,2473,,,,,,,,,,,,,,,,,,,1760,1349,2766,,,,,,2361,,,,,,,,,,,,,,,
OG0004973,0.0657436112274822,0.0438248847926267,1.9803030303030305,,,,,,,,,,2474,,,,,,,,,,,,,,,,,,,1761,1348,2765,,,,,,2362,,,,,,,,,,,,,,,
OG0004974,0.0889576876969288,0.0287797122261905,3.661111111111112,,,,,,,,,,2475,,,,,,,,,,,,,,,,,,,1762,1347,2764,,,,,,2363,,,,,,,,,,,,,,,
OG0004975,0.0851432276759446,0.0247177452601929,4.622943722943723,,,,,,,,,,2480,,,,,,,,,,,,,,,,,,,1767,1341,2760,,,,,,2368,,,,,,,,,,,,,,,
OG0004976,0.073866930171278,0.0387088274044795,2.333333333333333,,,,,,,,,,2490,,,,,,,,,,,,,,,,,,4451,,1331,2750,,,,,,2378,,,,,,,,,,,,,,,
OG0004977,0.087012987012987,0.0597402597402597,1.7084523809523808,,,,,,,,,,2493,,,,,,,,,,,,,,,,,,,,1328,2747,,,,,,2381,,,,,,,,,5335,,,,,,
OG0004978,0.0814266502055019,0.0261521951028416,3.652922077922078,,,,,,,,,,2504,,,,,,,,,,,,,,,,,,,1787,1321,2737,,,,,,2387,,,,,,,,,,,,,,,
OG0004979,0.0783118547677304,0.0295458894799057,3.721845238095238,,,,,,,,,,2911,,,,,,,,,,,,,,,,,,,2217,881,2323,,,,,,2814,,,,,,,,,,,,,,,
OG0004980,0.0778004926234647,0.0397850328491302,2.462933531115349,,,,,,,,,,2912,,,,,,,,,,,,,,,,,,,2218,880,2322,,,,,,2815,,,,,,,,,,,,,,,
OG0004981,0.0845392010861754,0.0382535877120289,3.3186147186147186,,,,,,,,,,2913,,,,,,,,,,,,,,,,,,,2219,879,2321,,,,,,2816,,,,,,,,,,,,,,,
OG0004982,0.1041666666666666,0.0555555555555555,2.083333333333333,,,,,,,,,,2917,,,,,,,,,,,,,,,,,,,2223,874,2317,,,,,,2820,,,,,,,,,,,,,,,
OG0004983,0.0691699604743082,0.0411067193675889,2.882323232323232,,,,,,,,,,2918,,,,,,,,,,,,,,,,,,,2224,873,2316,,,,,,2821,,,,,,,,,,,,,,,
OG0004984,0.0696165342276007,0.0390454666958275,2.673701298701299,,,,,,,,,,2921,,,,,,,,,,,,,,,,,,,2227,870,2313,,,,,,2824,,,,,,,,,,,,,,,
OG0004985,0.0844309559417949,0.0367565866545823,2.827621999212908,,,,,,,,,,2922,,,,,,,,,,,,,,,,,,,2228,869,2312,,,,,,2825,,,,,,,,,,,,,,,
OG0004986,0.0676163436229089,0.0450886995755355,1.6744227994227996,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,,2395,699,2144,,,,,,2991,,,,,,,,,,,,,,,
OG0004987,0.0782486862338278,0.0309621892988466,3.934917355371901,,,,,,,,,,3165,,,,,,,,,,,,,,,,,,,,597,2056,,,,,,3079,,,,,,,,,,,,,,,5122
OG0004988,0.0790264921248963,0.0419389564336372,1.9121179325724784,,,,,,,,,,3490,,,,,,,,,,,,,,,,,,,3548,4113,4012,,,,,,4043,,,,,,,,,,,,,,,
OG0004989,0.062005176700674,0.0446048040484655,1.9800925925925923,,,,,,,,,,3562,,,,,,,,,,,,,,,,,,,3475,4189,4087,,,,,,3967,,,,,,,,,,,,,,,
OG0004990,0.0821649329112015,0.0421528720036182,2.966666666666667,,,,,,,,,,3608,,,,,,,,,,,,,,,,,,,3413,4235,4134,,,,,,3904,,,,,,,,,,,,,,,
OG0004991,0.0787116696781571,0.0478080477383267,2.0,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,4608,4497,4383,,,,,,3653,,,,,,,,,,,,,,,
OG0004992,0.0726991269566555,0.0352031914856421,2.3766414141414143,,,,,,,,,,3855,,,,,,,,,,,,,,,,,,,4607,4498,4384,,,,,,3652,,,,,,,,,,,,,,,
OG0004993,0.0633282079794032,0.0234281350786451,3.7068181818181816,,,,,,,,,,3856,,,,,,,,,,,,,,,,,,,4606,4499,4385,,,,,,3651,,,,,,,,,,,,,,,
OG0004994,0.0654284291436761,0.0357439247639199,2.8915584415584417,,,,,,,,,,3857,,,,,,,,,,,,,,,,,,,4605,4500,4386,,,,,,3650,,,,,,,,,,,,,,,
OG0004995,0.0826347361279578,0.0301734864563306,4.045454545454546,,,,,,,,,,3861,,,,,,,,,,,,,,,,,,,4601,4504,4390,,,,,,3646,,,,,,,,,,,,,,,
OG0004996,0.0753819465983077,0.0432321832949063,2.0683333333333334,,,,,,,,,,3863,,,,,,,,,,,,,,,,,,,4599,4506,4392,,,,,,3644,,,,,,,,,,,,,,,
OG0004997,0.0737702537095766,0.0332941938009002,2.440584415584416,,,,,,,,,,3864,,,,,,,,,,,,,,,,,,,4598,4507,4393,,,,,,3643,,,,,,,,,,,,,,,
OG0004998,0.0758561814023486,0.0295091663770796,3.6166666666666663,,,,,,,,,,3865,,,,,,,,,,,,,,,,,,,4597,4508,4394,,,,,,3642,,,,,,,,,,,,,,,
OG0004999,0.0791371135007687,0.028155364315825,3.161111111111111,,,,,,,,,,3866,,,,,,,,,,,,,,,,,,,4596,4510,4395,,,,,,3640,,,,,,,,,,,,,,,
OG0005000,0.0715252933474899,0.0393790974628148,1.9893939393939395,,,,,,,,,,3869,,,,,,,,,,,,,,,,,,,4593,4513,4398,,,,,,3637,,,,,,,,,,,,,,,
OG0005001,0.0700898760754881,0.0333034835711625,2.613131313131313,,,,,,,,,,3870,,,,,,,,,,,,,,,,,,,4592,4514,4399,,,,,,3636,,,,,,,,,,,,,,,
OG0005002,0.0841785834060768,0.0319177008506528,3.0359307359307364,,,,,,,,,,3951,,,,,,,,,,,,,,,,,,,4514,4600,4480,,,,,,3557,,,,,,,,,,,,,,,
OG0005003,0.085795485083063,0.0290622903546908,3.280844155844156,,,,,,,,,,3983,,,,,,,,,,,,,,,,,,,4485,4628,4512,3686,,,,,,,,,,,,,,,,,,,,
OG0005004,0.0816299085529854,0.0223574502420656,5.0110389610389605,,,,,,,,,,3988,1454,,,,,,,,,,,,,,,,,,,4633,4517,,,,,,3535,,,,,,,,,,,,,,,
OG0005005,0.0684118946674517,0.0436198842806724,1.9352092352092356,,,,,,,,,,4130,,,,,,,,,,,,,,,,,,,4341,4774,4659,,,,,,3395,,,,,,,,,,,,,,,
OG0005006,0.0739791811242192,0.0392616238723108,2.8799586776859503,,,,,,,,,,4279,,,,,,,,,,,,,,,,,,1508,,3432,3360,,,,,,4706,,,,,,,,,,,,,,,
OG0005007,0.0809193734642652,0.0319245355165145,3.239261363636364,,,,,,,,,,4409,,,,,,,,,,,,,,,,,,,4070,3568,3489,,,,,,4574,,,,,,,,,,,,,,,
OG0005008,0.0742462468191828,0.0363337120556655,2.254671717171717,,,,,,,,,,4410,,,,,,,,,,,,,,,,,,,4069,3569,3490,,,,,,4573,,,,,,,,,,,,,,,
OG0005009,0.0645388076490438,0.0398950131233595,2.398809523809524,,,,,,,,,,4487,,,,,,,,,,,,,,,,,,,3994,3643,3563,,,,,,4498,,,,,,,,,,,,,,,
OG0005010,0.070341239014186,0.0354006560758567,2.2490079365079363,,,,,,,,,,4570,,,,,,,,,,,,,,,,,,,3905,3741,3646,,,,,,4415,,,,,,,,,,,,,,,
OG0005011,0.0712348927043216,0.0298844506925317,2.600491932310114,,,,,,,,,,4709,,,,,,,,,,,,,,,,,,,3764,3883,3785,,,,,,4275,,,,,,,,,,,,,,,
OG0005012,0.0743185639562247,0.0362424518814097,2.14468031968032,,,,,,,,,,4784,,,,,,,,,,,,,,,,,,,3695,3967,3859,,,,,,4193,,,,,,,,,,,,,,,
OG0005013,0.0587121212121212,0.0795454545454545,1.003125,,,,,,,,,,,"1401, 2504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699,2713,,,,,,1022
OG0005014,0.0671716054842989,0.0529909332153914,1.471875,,,,,,,,,,,1423,,,,,,,,,,,,,,,,209,,,,,,,,,,,209,,,,,,,212,,,209,,,,
OG0005015,0.1018518518518518,0.0345117845117845,3.846340388007055,,,,,,,,,,,4964,3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4137,4196,,,,,,4852
OG0005016,0.087826420890937,0.0230414746543778,5.0962962962962965,,,,,,,,,,,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,3491,,3491,,3564,,,,3481,,,,,
OG0005017,0.0636856368563685,0.02710027100271,3.0185185185185186,,,,,,,,,,,,1558,,,,,,,,,,,,,,,,,,,,,,,,,,,3496,,3496,,3570,,,,3486,,,,,
OG0005018,0.0770676691729323,0.037593984962406,2.5595238095238098,,,,,,,,,,,,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,3507,,3507,,3582,,,,3497,,,,,
OG0005019,0.0847457627118644,0.0296610169491525,3.1875,,,,,,,,,,,,2869,,,,,,,,,,,,,,,,2420,,,,2330,,,,,,,,250,,,,,,,,,251,,,
OG0005020,0.0906681374065893,0.0329596017798265,3.6944444444444446,,,,,,,,,,,,2898,,,,,,,,,,,,,,,,,,,,2301,,,302,304,,,,,,,,,,,,,,,303,
