strain,gene,start,end,type
ICMP5845,PNIFCKEH_02268,1719107,1719343,accessory
ICMP5845,PNIFCKEH_02269,1719345,1719761,accessory
ICMP5845,PNIFCKEH_02270,1719754,1720596,accessory
ICMP5845,PNIFCKEH_02271,1720575,1721777,accessory
ICMP5845,PNIFCKEH_02272,1721789,1721986,accessory
ICMP5845,PNIFCKEH_02273,1721979,1722329,accessory
ICMP5845,PNIFCKEH_02274,1722519,1723061,accessory
ICMP5845,PNIFCKEH_02275,1723061,1723735,accessory
ICMP5845,PNIFCKEH_02276,1723679,1723801,accessory
ICMP5845,PNIFCKEH_02277,1723845,1724312,accessory
ICMP5845,PNIFCKEH_02278,1724309,1724905,accessory
ICMP5845,PNIFCKEH_02279,1724857,1725537,accessory
ICMP5845,PNIFCKEH_02280,1726299,1729004,accessory
ICMP5845,PNIFCKEH_02281,1729001,1729939,accessory
ICMP5845,PNIFCKEH_02282,1729917,1731359,accessory
ICMP5845,PNIFCKEH_02283,1731304,1731621,accessory
ICMP5845,PNIFCKEH_02284,1731677,1731775,accessory
ICMP5845,PNIFCKEH_02285,1731759,1732094,accessory
ICMP5845,PNIFCKEH_02286,1732230,1734143,accessory
ICMP5845,PNIFCKEH_02287,1734460,1735401,accessory
ICMP5845,PNIFCKEH_02288,1735562,1736413,accessory
ICMP5845,PNIFCKEH_02289,1736446,1737174,accessory
ICMP5845,PNIFCKEH_02290,1737188,1738624,accessory
ICMP5845,PNIFCKEH_02291,1738599,1739966,accessory
ICMP5845,PNIFCKEH_02292,1740534,1740845,accessory
ICMP5845,PNIFCKEH_02293,1741220,1741642,accessory
ICMP5845,PNIFCKEH_02294,1741646,1742575,accessory
ICMP5845,PNIFCKEH_02295,1743120,1744163,accessory
ICMP5845,PNIFCKEH_02296,1744165,1745733,accessory
ICMP5845,PNIFCKEH_02297,1745761,1746765,accessory
ICMP5845,PNIFCKEH_02298,1747362,1747682,accessory
ICMP5845,PNIFCKEH_02299,1747861,1747989,accessory
ICMP5845,PNIFCKEH_02300,1749211,1750713,accessory
ICMP5845,PNIFCKEH_02301,1751246,1751749,accessory
ICMP5845,PNIFCKEH_02302,1752187,1752801,accessory
ICMP5845,PNIFCKEH_02303,1752798,1752956,accessory
ICMP5845,PNIFCKEH_02304,1753170,1753442,accessory
ICMP5845,PNIFCKEH_02305,1753511,1753774,accessory
ICMP5845,PNIFCKEH_02306,1753807,1754073,accessory
ICMP5845,PNIFCKEH_02307,1754148,1754633,accessory
ICMP5845,PNIFCKEH_02308,1754669,1754986,accessory
ICMP5845,PNIFCKEH_02309,1755070,1755435,accessory
ICMP5845,PNIFCKEH_02310,1755763,1756113,accessory
ICMP5845,PNIFCKEH_02311,1756073,1757161,accessory
ICMP5845,PNIFCKEH_02312,1757171,1757476,accessory
ICMP5845,PNIFCKEH_02313,1757535,1757792,accessory
ICMP5845,PNIFCKEH_02314,1757922,1758122,accessory
ICMP5845,PNIFCKEH_02315,1758131,1758574,accessory
ICMP5845,PNIFCKEH_02316,1758589,1759347,accessory
ICMP5845,PNIFCKEH_02317,1759340,1759540,accessory
ICMP5845,PNIFCKEH_02318,1759543,1759785,accessory
ICMP5845,PNIFCKEH_02319,1759778,1760260,accessory
ICMP5845,PNIFCKEH_02320,1760293,1762581,accessory
ICMP5845,PNIFCKEH_02321,1762978,1763388,accessory
ICMP5845,PNIFCKEH_02322,1763438,1763905,accessory
ICMP5845,PNIFCKEH_02323,1764009,1765172,accessory
ICMP5845,PNIFCKEH_02324,1765180,1765560,accessory
ICMP5845,PNIFCKEH_02325,1765599,1766078,accessory
ICMP5845,PNIFCKEH_02326,1766179,1766451,accessory
ICMP5845,PNIFCKEH_02327,1766612,1767148,accessory
ICMP5845,PNIFCKEH_02328,1767219,1767371,accessory
ICMP5845,PNIFCKEH_02329,1767387,1767542,accessory
ICMP5845,PNIFCKEH_02330,1768046,1768528,accessory
ICMP5845,PNIFCKEH_02331,1768587,1768730,accessory
ICMP5845,PNIFCKEH_02332,1769035,1770069,accessory
ICMP5845,PNIFCKEH_02333,1770185,1770640,accessory
ICMP5845,PNIFCKEH_02334,1770771,1771034,accessory
ICMP5845,PNIFCKEH_02335,1771136,1771573,accessory
ICMP5845,PNIFCKEH_02336,1771581,1771781,accessory
ICMP5845,PNIFCKEH_02337,1771745,1772083,accessory
ICMP5845,PNIFCKEH_02338,1772151,1772378,accessory
ICMP5845,PNIFCKEH_02339,1772378,1772548,accessory
ICMP5845,PNIFCKEH_02340,1772600,1773184,accessory
ICMP5845,PNIFCKEH_02341,1773303,1773584,accessory
ICMP5845,PNIFCKEH_02342,1773577,1774548,accessory
ICMP5845,PNIFCKEH_02343,1774746,1775801,accessory
ICMP5845,PNIFCKEH_02344,1775920,1776360,accessory
ICMP5845,PNIFCKEH_02345,1776442,1777173,accessory
ICMP5845,PNIFCKEH_02346,1777018,1777428,accessory
ICMP5845,PNIFCKEH_02347,1777659,1778681,accessory
ICMP5845,PNIFCKEH_02348,1778678,1779424,accessory
ICMP5845,PNIFCKEH_02349,1779424,1780092,accessory
ICMP5845,PNIFCKEH_02350,1780365,1780670,accessory
ICMP5845,PNIFCKEH_02351,1780535,1781191,accessory
ICMP5845,PNIFCKEH_02352,1781357,1782211,accessory
ICMP5845,PNIFCKEH_02353,1782287,1782835,accessory
ICMP5845,PNIFCKEH_02354,1782835,1783149,accessory
ICMP5845,PNIFCKEH_02355,1783146,1783352,accessory
ICMP5845,PNIFCKEH_02356,1783357,1784103,accessory
ICMP5845,PNIFCKEH_02357,1784197,1784706,accessory
ICMP5845,PNIFCKEH_02358,1784706,1784909,accessory
ICMP5845,PNIFCKEH_02359,1785130,1785606,accessory
ICMP5845,PNIFCKEH_02360,1785608,1786021,accessory
ICMP5845,PNIFCKEH_02361,1786008,1786166,accessory
ICMP5845,PNIFCKEH_02362,1786129,1786596,accessory
ICMP5845,PNIFCKEH_02363,1786589,1787038,accessory
ICMP5845,PNIFCKEH_02364,1787107,1787742,accessory
ICMP5845,PNIFCKEH_02365,1787739,1788086,accessory
ICMP5845,PNIFCKEH_02366,1788093,1789001,accessory
ICMP5845,PNIFCKEH_02367,1788994,1789602,accessory
ICMP5845,PNIFCKEH_02368,1789599,1790450,accessory
ICMP5845,PNIFCKEH_02369,1790656,1791252,accessory
ICMP5845,PNIFCKEH_02370,1791384,1792571,accessory
ICMP5845,PNIFCKEH_02371,1792587,1793105,accessory
ICMP5845,PNIFCKEH_02372,1793166,1793501,accessory
ICMP5845,PNIFCKEH_02373,1793534,1796086,accessory
ICMP5845,PNIFCKEH_02374,1796099,1796314,accessory
ICMP5845,PNIFCKEH_02375,1796314,1796583,accessory
ICMP5845,PNIFCKEH_02376,1796580,1796999,accessory
ICMP5845,PNIFCKEH_02377,1797116,1797748,accessory
ICMP5845,PNIFCKEH_02379,1798538,1800004,accessory
ICMP5845,PNIFCKEH_02380,1800080,1800643,accessory
ICMP5845,PNIFCKEH_02381,1800952,1801476,accessory
ICMP5845,PNIFCKEH_02382,1801471,1801605,accessory
ICMP5845,PNIFCKEH_02383,1801957,1802430,accessory
ICMP5845,PNIFCKEH_02384,1802502,1802828,accessory
ICMP5845,PNIFCKEH_02385,1802779,1803222,accessory
ICMP5845,PNIFCKEH_02386,1803630,1804133,accessory
ICMP5845,PNIFCKEH_02387,1804749,1805024,accessory
ICMP5845,PNIFCKEH_02389,1805489,1806004,accessory
ICMP5845,PNIFCKEH_02390,1806108,1807136,accessory
ICMP5845,PNIFCKEH_02391,1807309,1807689,accessory
ICMP5845,PNIFCKEH_02392,1807658,1808098,accessory
ICMP5845,PNIFCKEH_02393,1808169,1808849,accessory
ICMP5845,PNIFCKEH_02394,1809774,1810271,accessory
ICMP5845,PNIFCKEH_02395,1810296,1810664,accessory
ICMP5845,PNIFCKEH_02396,1810624,1810839,accessory
ICMP5845,PNIFCKEH_02397,1810836,1812179,accessory
ICMP5845,PNIFCKEH_02398,1812197,1812586,accessory
ICMP5845,PNIFCKEH_02399,1812651,1813430,accessory
ICMP5845,PNIFCKEH_02400,1813434,1815839,accessory
ICMP5845,PNIFCKEH_02401,1816212,1817054,accessory
ICMP5845,PNIFCKEH_02402,1817071,1817784,accessory
ICMP5845,PNIFCKEH_02403,1817800,1818333,accessory
ICMP5845,PNIFCKEH_02404,1818321,1818818,accessory
ICMP5845,PNIFCKEH_02405,1818868,1819392,accessory
ICMP5845,PNIFCKEH_02406,1819396,1820898,accessory
ICMP5845,PNIFCKEH_02407,1820940,1821101,accessory
ICMP5845,PNIFCKEH_02408,1821591,1822073,accessory
ICMP5845,PNIFCKEH_02409,1822170,1822823,accessory
ICMP5845,PNIFCKEH_02410,1822892,1823266,accessory
ICMP5845,PNIFCKEH_02411,1823205,1823591,accessory
ICMP5845,PNIFCKEH_02412,1823742,1824017,accessory
ICMP5845,PNIFCKEH_02413,1824274,1824924,accessory
ICMP5845,PNIFCKEH_02414,1825020,1826117,accessory
ICMP5845,PNIFCKEH_02415,1826212,1826904,accessory
ICMP5845,PNIFCKEH_02416,1826927,1827979,accessory
ICMP5845,PNIFCKEH_02417,1828172,1828828,accessory
ICMP5845,PNIFCKEH_02418,1828821,1829396,accessory
ICMP5845,PNIFCKEH_02419,1829399,1830400,accessory
ICMP5845,PNIFCKEH_02420,1830409,1831269,accessory
ICMP5845,PNIFCKEH_02421,1831271,1832323,accessory
ICMP5845,PNIFCKEH_02422,1832370,1832675,accessory
ICMP5845,PNIFCKEH_02423,1832678,1833130,accessory
ICMP5845,PNIFCKEH_02424,1833552,1835186,accessory
ICMP5845,PNIFCKEH_02425,1835126,1836166,accessory
ICMP5845,PNIFCKEH_02426,1836196,1837581,accessory
ICMP5845,PNIFCKEH_02427,1837967,1838056,accessory
ICMP5845,PNIFCKEH_02428,1838108,1838374,accessory
ICMP5845,PNIFCKEH_02429,1839103,1839801,accessory
ICMP5845,PNIFCKEH_02430,1840991,1842451,accessory
ICMP5845,PNIFCKEH_02431,1842399,1842920,accessory
ICMP5845,PNIFCKEH_02432,1842994,1843347,accessory
ICMP5845,PNIFCKEH_02433,1843470,1844558,accessory
ICMP5845,PNIFCKEH_02434,1844543,1846399,accessory
ICMP5845,PNIFCKEH_02435,1846399,1847424,accessory
ICMP5845,PNIFCKEH_02436,1847603,1847860,accessory
ICMP5845,PNIFCKEH_02437,1847880,1848311,accessory
ICMP5845,PNIFCKEH_02438,1848448,1848666,accessory
ICMP5845,PNIFCKEH_02439,1848726,1848905,accessory
ICMP5845,PNIFCKEH_02440,1848856,1849491,accessory
ICMP5845,PNIFCKEH_02441,1849617,1849928,accessory
ICMP5845,PNIFCKEH_02442,1850001,1850402,accessory
ICMP5845,PNIFCKEH_02443,1850500,1851660,accessory
ICMP5845,PNIFCKEH_02444,1851693,1852706,accessory
ICMP5845,PNIFCKEH_02445,1852703,1853422,accessory
ICMP5845,PNIFCKEH_02446,1853472,1853816,accessory
ICMP5845,PNIFCKEH_02447,1853795,1854250,accessory
ICMP5845,PNIFCKEH_02448,1855143,1855319,accessory
ICMP5845,PNIFCKEH_02449,1855474,1855713,accessory
ICMP5845,PNIFCKEH_02450,1855722,1855892,accessory
ICMP5845,PNIFCKEH_02451,1856205,1856552,accessory
ICMP5845,PNIFCKEH_02452,1856594,1856935,accessory
ICMP5845,PNIFCKEH_02453,1857146,1857331,accessory
ICMP5845,PNIFCKEH_02454,1857347,1858297,accessory
ICMP5845,PNIFCKEH_02455,1859607,1860128,accessory
ICMP5845,PNIFCKEH_02456,1860291,1860443,accessory
ICMP5845,PNIFCKEH_02457,1860668,1860871,accessory
ICMP5845,PNIFCKEH_02458,1860787,1861029,accessory
ICMP5845,PNIFCKEH_02459,1861110,1861412,accessory
ICMP5845,PNIFCKEH_02460,1861369,1861722,accessory
ICMP5845,PNIFCKEH_02461,1861770,1861985,accessory
ICMP5845,PNIFCKEH_02462,1862338,1863138,accessory
ICMP5845,PNIFCKEH_02463,1863159,1863344,accessory
ICMP5845,PNIFCKEH_02464,1863351,1863758,accessory
ICMP5845,PNIFCKEH_02465,1864384,1865007,accessory
ICMP5845,PNIFCKEH_02466,1865230,1865943,accessory
ICMP5845,PNIFCKEH_02467,1865903,1866367,accessory
ICMP5845,PNIFCKEH_02468,1866577,1866927,accessory
ICMP5845,PNIFCKEH_02469,1867657,1867758,accessory
ICMP5845,PNIFCKEH_02470,1867955,1868164,accessory
ICMP5845,PNIFCKEH_02471,1868590,1869723,accessory
ICMP5845,PNIFCKEH_02472,1869847,1870596,accessory
ICMP5845,PNIFCKEH_02473,1870699,1871184,accessory
ICMP5845,PNIFCKEH_02474,1871196,1871675,accessory
ICMP5845,PNIFCKEH_02475,1871688,1871909,accessory
ICMP5845,PNIFCKEH_02476,1871932,1872291,accessory
ICMP5845,PNIFCKEH_02477,1872343,1872621,accessory
ICMP5845,PNIFCKEH_02478,1872489,1872851,accessory
ICMP5845,PNIFCKEH_02479,1873055,1873435,accessory
ICMP5845,PNIFCKEH_02480,1873466,1874587,accessory
ICMP5845,PNIFCKEH_02481,1874598,1874843,accessory
ICMP5845,PNIFCKEH_02482,1874852,1875340,accessory
ICMP5845,PNIFCKEH_02483,1875895,1876395,accessory
ICMP5845,PNIFCKEH_02484,1876355,1877071,accessory
ICMP5845,PNIFCKEH_02485,1877068,1877610,accessory
ICMP5845,PNIFCKEH_02486,1877828,1878211,accessory
ICMP5845,PNIFCKEH_02487,1878226,1878570,accessory
ICMP5845,PNIFCKEH_02488,1878859,1879158,accessory
ICMP5845,PNIFCKEH_02489,1879930,1880469,accessory
ICMP5845,PNIFCKEH_02490,1880530,1881996,accessory
ICMP5845,PNIFCKEH_02491,1882872,1883354,accessory
ICMP5845,PNIFCKEH_02492,1884719,1885210,accessory
ICMP5845,PNIFCKEH_02493,1885216,1885911,accessory
ICMP5845,PNIFCKEH_02494,1886853,1887365,accessory
ICMP5845,PNIFCKEH_02495,1887948,1888205,accessory
ICMP5845,PNIFCKEH_02496,1888230,1888574,accessory
ICMP5845,PNIFCKEH_02497,1888540,1888698,accessory
ICMP5845,PNIFCKEH_02498,1888735,1889625,accessory
ICMP5845,PNIFCKEH_02499,1889791,1890117,accessory
ICMP5845,PNIFCKEH_02500,1890381,1890491,accessory
ICMP5845,PNIFCKEH_02501,1891382,1892194,accessory
ICMP5845,PNIFCKEH_02502,1892519,1893244,accessory
ICMP5845,PNIFCKEH_02503,1893193,1894044,accessory
ICMP5845,PNIFCKEH_02504,1894085,1895185,accessory
ICMP5845,PNIFCKEH_02505,1895182,1895880,accessory
ICMP5845,PNIFCKEH_02506,1895877,1896281,accessory
ICMP5845,PNIFCKEH_02507,1896292,1897143,accessory
ICMP5845,PNIFCKEH_02508,1897460,1898458,accessory
ICMP5845,PNIFCKEH_02509,1898566,1898937,accessory
ICMP5845,PNIFCKEH_02510,1898921,1899613,accessory
ICMP5845,PNIFCKEH_02511,1899603,1900250,accessory
ICMP5845,PNIFCKEH_02512,1900247,1901731,accessory
ICMP5845,PNIFCKEH_02513,1901728,1903245,accessory
ICMP5845,PNIFCKEH_02514,1903242,1903940,accessory
ICMP5845,PNIFCKEH_02515,1904030,1904221,accessory
ICMP5845,PNIFCKEH_02516,1904223,1904846,accessory
ICMP5845,PNIFCKEH_02517,1905428,1906267,accessory
ICMP5845,PNIFCKEH_02518,1906823,1907017,accessory
ICMP5845,PNIFCKEH_02519,1907024,1907350,accessory
ICMP5845,PNIFCKEH_02520,1908136,1908342,accessory
ICMP5845,PNIFCKEH_02521,1908561,1909082,accessory
ICMP5845,PNIFCKEH_02522,1909101,1909307,accessory
ICMP5845,PNIFCKEH_02523,1909490,1909768,accessory
ICMP5845,PNIFCKEH_02524,1909803,1910021,accessory
ICMP5845,PNIFCKEH_02525,1909934,1910206,accessory
ICMP5845,PNIFCKEH_02526,1910492,1911100,accessory
ICMP5845,PNIFCKEH_02527,1911081,1911440,accessory
ICMP5845,PNIFCKEH_02528,1911442,1911618,accessory
ICMP5845,PNIFCKEH_02529,1911618,1912019,accessory
ICMP5845,PNIFCKEH_02530,1912087,1912365,accessory
ICMP5845,PNIFCKEH_02531,1913704,1913793,accessory
ICMP5845,PNIFCKEH_02532,1914037,1914177,accessory
ICMP5845,PNIFCKEH_02533,1914624,1915049,accessory
ICMP5845,PNIFCKEH_02534,1915124,1915471,accessory
ICMP5845,PNIFCKEH_02535,1915710,1915853,accessory
ICMP5845,PNIFCKEH_02536,1916205,1916441,accessory
ICMP5845,PNIFCKEH_02537,1916630,1917007,accessory
ICMP5845,PNIFCKEH_02538,1917004,1917594,accessory
ICMP5845,PNIFCKEH_02539,1917868,1918425,accessory
ICMP5845,PNIFCKEH_02540,1919226,1919669,accessory
ICMP5845,PNIFCKEH_02541,1919663,1920277,accessory
ICMP5845,PNIFCKEH_02542,1920305,1920787,accessory
ICMP5845,PNIFCKEH_02543,1920815,1921396,accessory
ICMP5845,PNIFCKEH_02544,1921873,1923480,accessory
ICMP5845,PNIFCKEH_02545,1923461,1924381,accessory
ICMP5845,PNIFCKEH_02546,1924412,1924777,accessory
ICMP5845,PNIFCKEH_02547,1924725,1925639,accessory
ICMP5845,PNIFCKEH_02548,1925774,1925932,accessory
ICMP5845,PNIFCKEH_02549,1926496,1926852,accessory
ICMP5845,PNIFCKEH_02550,1926849,1927184,accessory
ICMP5845,PNIFCKEH_02551,1927400,1928155,accessory
ICMP5845,PNIFCKEH_02552,1928127,1928369,accessory
ICMP5845,PNIFCKEH_02553,1928557,1928652,accessory
ICMP5845,PNIFCKEH_02554,1929308,1930354,accessory
ICMP5845,PNIFCKEH_02555,1930420,1930680,accessory
ICMP5845,PNIFCKEH_02556,1930791,1931609,accessory
ICMP5845,PNIFCKEH_02557,1931612,1931845,accessory
ICMP5845,PNIFCKEH_02558,1932055,1932606,accessory
ICMP5845,PNIFCKEH_02559,1932995,1933762,accessory
ICMP5845,PNIFCKEH_02560,1933918,1934016,accessory
ICMP5845,PNIFCKEH_02561,1934044,1934295,accessory
ICMP5845,PNIFCKEH_02562,1934393,1934806,accessory
ICMP5845,PNIFCKEH_02563,1934908,1935759,accessory
ICMP5845,PNIFCKEH_02564,1935756,1936172,accessory
ICMP5845,PNIFCKEH_02565,1936290,1936730,accessory
ICMP5845,PNIFCKEH_02566,1937185,1937637,accessory
ICMP5845,PNIFCKEH_02567,1937785,1938696,accessory
ICMP5845,PNIFCKEH_02568,1938644,1939009,accessory
ICMP5845,PNIFCKEH_02569,1939073,1939495,accessory
ICMP5845,PNIFCKEH_02570,1939708,1940019,accessory
ICMP5845,PNIFCKEH_02571,1940376,1940630,accessory
ICMP5845,PNIFCKEH_02572,1940620,1940910,accessory
ICMP5845,PNIFCKEH_02573,1941254,1941922,accessory
ICMP5845,PNIFCKEH_02574,1942011,1942274,accessory
ICMP5845,PNIFCKEH_02575,1942249,1942500,accessory
ICMP5845,PNIFCKEH_02576,1942695,1943003,accessory
ICMP5845,PNIFCKEH_02577,1943254,1944204,accessory
ICMP5845,PNIFCKEH_02578,1944278,1944736,accessory
ICMP5845,PNIFCKEH_02579,1945151,1945792,accessory
ICMP5845,PNIFCKEH_02580,1945948,1946091,accessory
ICMP5845,PNIFCKEH_02581,1946196,1946501,accessory
ICMP5845,PNIFCKEH_02582,1946546,1947133,accessory
ICMP5845,PNIFCKEH_02583,1947207,1947623,accessory
ICMP5845,PNIFCKEH_02584,1947563,1947985,accessory
ICMP5845,PNIFCKEH_02585,1948114,1948611,accessory
ICMP5845,PNIFCKEH_02586,1948615,1948893,accessory
ICMP5845,PNIFCKEH_02587,1948839,1949150,accessory
ICMP5845,PNIFCKEH_02588,1949221,1949373,accessory
ICMP5845,PNIFCKEH_02589,1949559,1950050,accessory
ICMP5845,PNIFCKEH_02590,1950053,1950400,accessory
ICMP5845,PNIFCKEH_02591,1950525,1950839,accessory
ICMP5845,PNIFCKEH_02592,1950836,1951474,accessory
ICMP5845,PNIFCKEH_02593,1951802,1952203,accessory
ICMP5845,PNIFCKEH_02594,1952364,1953476,accessory
ICMP5845,PNIFCKEH_02595,1953473,1953877,accessory
ICMP5845,PNIFCKEH_02596,1954066,1954329,accessory
ICMP5845,PNIFCKEH_02597,1954704,1954991,accessory
ICMP5845,PNIFCKEH_02598,1955355,1955765,accessory
ICMP5845,PNIFCKEH_02599,1955863,1956783,accessory
ICMP5845,PNIFCKEH_02600,1956999,1957304,accessory
ICMP5845,PNIFCKEH_02601,1957220,1957795,accessory
ICMP5845,PNIFCKEH_02602,1958181,1958423,accessory
ICMP5845,PNIFCKEH_02603,1958525,1959235,accessory
ICMP5845,PNIFCKEH_02604,1959232,1959582,accessory
ICMP5845,PNIFCKEH_02605,1960591,1961556,accessory
ICMP5845,PNIFCKEH_02606,1962268,1962600,accessory
ICMP5845,PNIFCKEH_02607,1962854,1963357,accessory
ICMP5845,PNIFCKEH_02608,1963486,1963662,accessory
ICMP5845,PNIFCKEH_02609,1963817,1964407,accessory
ICMP5845,PNIFCKEH_02610,1964409,1964696,accessory
ICMP5845,PNIFCKEH_02611,1964717,1964860,accessory
ICMP5845,PNIFCKEH_02612,1965247,1966065,accessory
ICMP5845,PNIFCKEH_02613,1966110,1966421,accessory
ICMP5845,PNIFCKEH_02614,1967160,1967897,accessory
ICMP5845,PNIFCKEH_02615,1967848,1968198,accessory
ICMP5845,PNIFCKEH_02616,1968195,1968599,accessory
ICMP5845,PNIFCKEH_02617,1969012,1969755,accessory
ICMP5845,PNIFCKEH_02618,1969790,1970155,accessory
ICMP5845,PNIFCKEH_02619,1970162,1970944,accessory
ICMP5845,PNIFCKEH_02620,1971324,1971725,accessory
ICMP5845,PNIFCKEH_02621,1971731,1972696,accessory
ICMP5845,PNIFCKEH_02622,1972784,1973725,accessory
ICMP5845,PNIFCKEH_02623,1973981,1974340,accessory
ICMP5845,PNIFCKEH_02624,1974382,1974906,accessory
ICMP5845,PNIFCKEH_02625,1975422,1975742,accessory
ICMP5845,PNIFCKEH_02626,1975823,1976101,accessory
ICMP5845,PNIFCKEH_02627,1976041,1976418,accessory
ICMP5845,PNIFCKEH_02628,1976769,1976906,accessory
ICMP5845,PNIFCKEH_02629,1976903,1977187,accessory
ICMP5845,PNIFCKEH_02630,1977744,1978379,accessory
ICMP5845,PNIFCKEH_02631,1978366,1980240,accessory
ICMP5845,PNIFCKEH_02632,1980198,1981517,accessory
ICMP5845,PNIFCKEH_02633,1981643,1982077,accessory
ICMP5845,PNIFCKEH_02634,1982132,1984096,accessory
ICMP5845,PNIFCKEH_02635,1984093,1984254,accessory
ICMP5845,PNIFCKEH_02636,1984324,1984734,accessory
ICMP5845,PNIFCKEH_02637,1984877,1985500,accessory
ICMP5845,PNIFCKEH_02638,1985544,1985852,accessory
ICMP5845,PNIFCKEH_02639,1986260,1986682,accessory
ICMP5845,PNIFCKEH_02640,1986679,1987056,accessory
ICMP5845,PNIFCKEH_02641,1987046,1987798,accessory
ICMP5845,PNIFCKEH_02642,1987805,1988404,accessory
ICMP5845,PNIFCKEH_02643,1988674,1988811,accessory
ICMP5845,PNIFCKEH_02644,1988827,1989126,accessory
ICMP5845,PNIFCKEH_02645,1989156,1989683,accessory
ICMP5845,PNIFCKEH_02646,1989808,1989924,accessory
ICMP5845,PNIFCKEH_02647,1990261,1990464,accessory
ICMP5845,PNIFCKEH_02648,1990614,1990862,accessory
ICMP5845,PNIFCKEH_02649,1990859,1991551,accessory
ICMP5845,PNIFCKEH_02650,1991565,1991708,accessory
ICMP5845,PNIFCKEH_02651,1992088,1992606,accessory
ICMP5845,PNIFCKEH_02652,1992584,1992847,accessory
ICMP5845,PNIFCKEH_02653,1992849,1993340,accessory
ICMP5845,PNIFCKEH_02654,1993686,1993835,accessory
ICMP5845,PNIFCKEH_02655,1993978,1994253,accessory
ICMP5845,PNIFCKEH_02656,1994750,1995013,accessory
ICMP5845,PNIFCKEH_02657,1995049,1995207,accessory
ICMP5845,PNIFCKEH_02658,1995294,1995509,accessory
ICMP5845,PNIFCKEH_02659,1995776,1996312,accessory
ICMP5845,PNIFCKEH_02660,1996383,1996535,accessory
ICMP5845,PNIFCKEH_02661,1996519,1996776,accessory
ICMP5845,PNIFCKEH_02662,1996877,1997200,accessory
ICMP5845,PNIFCKEH_02663,1997508,1997720,accessory
ICMP5845,PNIFCKEH_02664,1997801,1998046,accessory
ICMP5845,PNIFCKEH_02665,1998060,1998179,accessory
ICMP5845,PNIFCKEH_02666,1998191,1998451,accessory
ICMP5845,PNIFCKEH_02667,1998438,1998842,accessory
ICMP5845,PNIFCKEH_02668,1998842,1999129,accessory
ICMP5845,PNIFCKEH_02669,1999126,1999791,accessory
ICMP5845,PNIFCKEH_02670,1999746,2000396,accessory
ICMP5845,PNIFCKEH_02671,2000428,2000892,accessory
ICMP5845,PNIFCKEH_02672,2000889,2001086,accessory
ICMP5845,PNIFCKEH_02673,2001505,2002236,accessory
ICMP5845,PNIFCKEH_02674,2002378,2002632,accessory
ICMP5845,PNIFCKEH_02675,2002625,2003233,accessory
ICMP5845,PNIFCKEH_02676,2003230,2003478,accessory
ICMP5845,PNIFCKEH_02677,2003569,2003886,accessory
ICMP5845,PNIFCKEH_02678,2003886,2004737,accessory
ICMP5845,PNIFCKEH_02679,2004982,2005737,accessory
ICMP5845,PNIFCKEH_02680,2005751,2007310,accessory
ICMP5845,PNIFCKEH_02681,2007252,2007797,accessory
ICMP5845,PNIFCKEH_02682,2008568,2008912,accessory
ICMP5845,PNIFCKEH_02683,2008990,2009193,accessory
ICMP5845,PNIFCKEH_02684,2009206,2009778,accessory
ICMP5845,PNIFCKEH_02685,2009809,2010045,accessory
ICMP5845,PNIFCKEH_02686,2010026,2010238,accessory
ICMP5845,PNIFCKEH_02687,2010336,2010803,accessory
ICMP5845,PNIFCKEH_02688,2010815,2011159,accessory
ICMP5845,PNIFCKEH_02689,2011159,2011470,accessory
ICMP5845,PNIFCKEH_02690,2011467,2011667,accessory
ICMP5845,PNIFCKEH_02691,2011862,2012449,accessory
ICMP5845,PNIFCKEH_02692,2012454,2013176,accessory
ICMP5845,PNIFCKEH_02693,2013215,2013796,accessory
ICMP5845,PNIFCKEH_02694,2013863,2014183,accessory
ICMP5845,PNIFCKEH_02695,2014281,2015228,accessory
ICMP5845,PNIFCKEH_02696,2015228,2015779,accessory
ICMP5845,PNIFCKEH_02697,2015828,2016529,accessory
ICMP5845,PNIFCKEH_02698,2016630,2016860,accessory
ICMP5845,PNIFCKEH_02699,2017192,2017686,accessory
ICMP5845,PNIFCKEH_02700,2017673,2017951,accessory
ICMP5845,PNIFCKEH_02701,2017953,2019443,accessory
ICMP5845,PNIFCKEH_02702,2019394,2019867,accessory
ICMP5845,PNIFCKEH_02703,2019902,2020162,accessory
ICMP5845,PNIFCKEH_02704,2020338,2021477,accessory
ICMP5845,PNIFCKEH_02705,2021651,2022247,accessory
ICMP5845,PNIFCKEH_02706,2022457,2023158,accessory
ICMP5845,PNIFCKEH_02707,2023155,2023880,accessory
ICMP5845,PNIFCKEH_02708,2023882,2024418,accessory
ICMP5845,PNIFCKEH_02709,2024454,2024891,accessory
ICMP5845,PNIFCKEH_02710,2024888,2025043,accessory
ICMP5845,PNIFCKEH_02711,2025040,2025510,accessory
ICMP5845,PNIFCKEH_02712,2025513,2026190,accessory
ICMP5845,PNIFCKEH_02713,2026298,2026537,accessory
ICMP5845,PNIFCKEH_02714,2026746,2027087,accessory
ICMP5845,PNIFCKEH_02715,2027087,2027329,accessory
ICMP5845,PNIFCKEH_02716,2027360,2027746,accessory
ICMP5845,PNIFCKEH_02717,2027756,2028112,accessory
ICMP5845,PNIFCKEH_02718,2028109,2028285,accessory
ICMP5845,PNIFCKEH_02719,2028367,2028768,accessory
ICMP5845,PNIFCKEH_02720,2028768,2029022,accessory
